fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC22001854,2022-05-07 12:15:00,WELLINGTON HILL ST,MATTAPAN,2126,Stopped,Intel,,Passenger Car/ Automobile,1,0,1,0,0,"T-stop for speeding and excessive tints in the aera of XXXwellington hill. Operator of the vehicle (XXX active villa victoria gang member. XXXprovided officers with a valid MA license which readXXX XXX which does not tie back to his BOP. XXXhas a open firearm case.

verbal warning issued.

VK04",0
FC20004744,2020-09-21 02:23:00,,BOSTON,2124,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),3,3,0,0,0,"About 2:23am Officers conducted a traffic stop of NJ REG XXXa black 2020 Nissan Rogue, in the area of Washington St and Talbot Ave for VALS (speed).

Officers spoke with the operator XXX(Active Johnston) who stated that the was a rental belonging to the rear seat passenger XXX. XXXwas able to provided a rental agreement in her name to NJ REG XXXThe passenger in the vehicle was identified as XXX (Active Charlame 2). 

XXXhas multiple open cases for Affray and Threatening, XXXhas open cases for Poss with Intent to Distribute Class B. Both XXXand XXXhave pervious F/A convictions and 94c related charges on their DOP.

XXXwas issued a warning for VALs, parties were FIOed and released.",0
FC25004362,2025-08-11 00:04:00,JEWISH WAR VETERANS DR,DORCHESTER,2121,Stopped,Probable Cause," Gun, Body Worn Camera",Passenger Car/ Automobile,3,3,0,0,3,"Officers responded to a Person with a Gun atXXXewish War Veterans Drive.  Caller reports male in a Grey Infinite MA-XXXhad an AK47 style gun outside his vehicle.  Officers observed 3 males outside a grey Infinite bearing the same plate   XXXk (DOB: XX/XX/XXXX49 Entries on BOP including Prior F/A's, Armed Robbery, and Assault to Kill.XXXXX/XX/XXXX39 Entries on BOP including Poss Class B, Armed Robbery, Mayhem, and Kidnapping.XXXXX/XX/XXXX2 Entries on BOP for Vandalism.  XXXstated it was his vehicle.  A firearm investigation was conducted and resulted in the recovery of an AK47 style rifle in the trunk.  XXXwas placed under arrest and transported to B3XXX FIOE'd and released.  CK02A (O'Neill/McPherson/Calabrese)",1
FC23001794,2023-04-06 01:17:00.0000000,,BOSTON,2111,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),2,2,0,0,1,"T stop for VALs Avery St at Tremont St (MA XXXDriver identified as XXX (Open F/A, with multiple priors). XXXstated that the vehicle was his girlfriend's and identified her as XXXXXXhad a knife on his person. Officers frisked XXXand the vehicle for additional weapons to no avail. XXXcontacted a friend, XXX(Multiple F/A and drugs on BOP) who arrived on scene. Both parties were cooperative with Officers. FIO'd for intel / vehicle information. 

AK01A (Lukas/Scott)",1
FC23003332,2023-07-04 01:26:00.0000000,COURT ST,BOSTON,2108,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"About 1:26 AM, on 07/04/23, Officer conducted a TS at XXXCourt St., Boston.

Officer conducted a TS (VALS) on (MA REG: XXXin the area of XXXCourt St., Boston. A CJIS inquiry yields the MV to (XXX, DOB: XX/XX/XXXXOfficer spoke with the driver, identified as XXXgiven a verbal warning. 

XXXhas a lengthy BOP history consisting of B&E's, Malicious Destruction of Property, Vandalism, Drug Possession charges, Possession of Burglarious Tools, A&B DW, and A&B's.

XXXwas arrested in 2022, in C-11, on 15 counts of Vandalism. (See I222002548). At that arrest, 2 knives were seized from XXX

FIO to put XXXand his MV in the area, and for Officer safety.

BWC activated.

A422A (Grady).",0
FC25000685,2025-02-19 01:15:00,,BOSTON,2125,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,0,"T/S for VALs (failure to stop at red light) of a gray 2012 Honda Accord (MA:XXX) at the intersection of Glendale st and Columbia rd.  The driver,XXXXX/XX/XXXXstated he was just heading home from Brockton and was driving his brothers car XXX XX/XX/XXXXXXXhas prior firearms charges, larcenies and drug offenses and is a XXXst associate. XXXwas cordial throughout the interaction. Verbal warning given.  FIO to associate XXXwith the vehicle and document behavior.  H103A (Zammito/D. Foley)",0
FC23000984,2023-02-22 16:59:00.0000000,FRONTENAC ST,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,0,1,0,1,"About 4:59pm on Wednesday, February 22, 2023 Traffic Stop on MA Reg. XXXa Gray 2021 Volkswagen Tiguan (Enterprise Rental; EAN Holdings) at XXX Frontenac St., Dorchester subsequently following a CJIS Inquiry yielding an Expired Registration (90/9) and an Expired Inspection Sticker (90/20).

The operator was identified as Mr. XXXOB XX/XX/XXXX(Associated/Arrested with XXXDOB XX/XX/XXXXin Sept. 2022 for Firearm Possession in A-1). Mr. XXXwas given an exit order in which he complied. Mr. XXXperson was frisked which yielded a Black Pocket Knife in which he was forth-coming immediately to the officer when asked if he had any weapons on his person. The aforementioned vehicle was searched which yielded negative results for weapon(s) and/or illegal contraband. Mr. XXXstated that he rented the vehicle from Enterprise in Roslindale. Mr. XXXwas advised to return the vehicle to the perspective rental company. Mr. XXXwas cordial during the interaction. Verbal Warning given for the aforementioned violations.

FIO for intel purposes only and to associate vehicle.

C411F (FREEMAN)",1
FC23003695,2023-07-25 20:11:00.0000000,,BOSTON,2121,Stopped,Probable Cause," Auto Investigator, Car Jack, Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,2,"Officer stopped stolen vehicle MA Reg XXXat Washington St and Columbia Rd. Officers were aware the vehicle was carjacked and that two black males with black hoodies and face coverings displayed two firearms during the incident. 

Operator was identified as XXX prior F/A, A/B F/A, discharging F/A, and assault to murder, on BOP 

Passenger XXX numerous prior F/A violations, assault to murder A/B F/A and Discharging a F/A on BOP. 

XXXarrested and charged with receiving stolen MV and operating after suspension. 

XXXwas released forthwith. 

Both individuals have no known gang affiliations but frequent the area of Michigan Ave and Intervale St. in Dorchester. 

Murray/Shetrawski",1
FC20006052,2020-12-18 22:52:00,TEMPLE ST,MATTAPAN,2126,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,2,0,0,2,"YOUTH VIOLENCE STRIKE FORCE 

VK-16 (A.RAMOS/D.LAYDEN/C.STEVENS)

AT ABOUT 22:52HRS, OFFICERS RESPONDED TO SHOTS FIRED AT XXX OLD MORTON STREET. WHILE CANVASSING THE AREA, OFFICERS CONDUCTED A STOP OF XXX ANDXXX AT XXXTEMPLE STREET. OFFICERS OBSERVED XXXEXISTING XXXXXX WAS TRANSPORTED BACK TO B3 FOR FURTHER QUESTIONING AND XXXWAS FIO'ED AND RELEASED. NEGATIVE RESULTS YIELDED FROM MOTOR VEHICLE.",1
FC21002938,2021-07-28 18:30:00,,BOSTON,2121,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,0,"YVSF

Officers conducted a TS for excessive tint on ma reg XXXa black 2021 chrysler 300 operated by XXXan active Greenwood member with prior F/A charges who is currently on GPS monitoring. XXXstated to officers he was recently stopped because of the tint however needs to conceal his idenity because he has ""beef"" on the street. Verbal warning given",0
FC20005107,2020-10-13 01:58:00,,BOSTON,2125,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,0,2,0,0,"About 1:58am on Tuesday 10/13/20 Officer observed MA XXXattempting to pull out on Dorchester Ave but reluctantly waited till the marked Boston Police cruiser drove by. Officer observed a male (XXX) driving with a known female (XXX a known street walker) in the passenger seat. Officer stopped at a red light and waited for the vehicle to pull alongside the cruiser; which XXXrefused to do. Officer waited for XXXto pull in front of the cruiser during the green light, travel a short distance, attempting to elude the Officers sight of the vehicle and then attempted to let XXXout of the car. Officer proceeded to stop the vehicle a block away and was told by XXXthat he paid for oral sex from XXXXXXwas directed by the Officer to stay away from the area. Officer attempted to speak to XXXbut she had fled the area.",0
FC23004958,2023-10-18 02:00:00.0000000,,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"Tstop for VALS (Excessive Window Tint) of MA REG: XXXat Washington St & Aspinwall Rd.

op identified as (XXX prior f/a).

Based on observations made on scene which consisted of argumentative throughout the entirety of the stop, Officers believed the operator to be concealing items due to his refusal to roll down windows as well as his breathing to be abnormal.

Pat frisk of XXXyielded negative results of any weapons. Upon pat frisk of the m/v, Officers observed a ""mini bat"" to be on the driver side floorboard.

Electronic Citation issued per MACCS System.

FIO'D to associate occupant with the m/v.

C111A (Champagnie // Farley).",1
FC25000236,2025-01-16 14:38:00,,BOSTON,2109,Stopped,Reasonable Suspicion , Body Worn Camera,Moped,1,0,1,0,0,"Officers stopped black moped (VIN XXXat the intersection of Surface Road and Sudbury Street. A novelty plate was taken into police custody. The operator XXXDOB XX/XX/XXXXwas given MA Uniform Citation XXXfor:  UNREGISTERED MOTOR VEHICLE * c90 §9  NUMBER PLATE MISSING * c90 §9   Novelty Plate logged into A1 Property Book #55, Page 17.  Officers Barry & Carrafiello",0
FC25001424,2025-04-03 19:15:00,,BOSTON,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,T/S for VALS (89/9 Red Light) of MA Registration XXXat the intersection of Eldon St and Washington St.   Op:XXX XXX)  Passenger: XXX (No BOP)  Both occupants were quiet throughout the traffic stop but remained cordial. Mr. XXXassured Officers that he was staying out of trouble.  FIOE to associate vehicle and document behavior.  H104F (Ruane / Swanson),0
FC24000487,2024-02-02 20:30:00.0000000,MASSACHUSETTS AVE,BOSTON,2118,Stopped,Probable Cause,"Gang, Body Worn Camera",Passenger Car/ Automobile,1,1,0,0,1,"Officers conducted a t/s for fail to stop for red light (ch89 s9) on MA reg XXXat XXXMass ave.

Op identified as XXX (Draper St). Mr.XXX has numerous F/A, 94C and assaults on his BOP.

As Officers were approaching the vehicle Officers observed Mr.XXX make a lunging motion towards the passenger side then returning to his normal seating position. Officers observed Mr.XXX to be looking all around and scrolling through his phone immediately during the stop. Due to his self-admitted active gang affiliation, his prior history around f/a's, his actions and the location of the stop Officers were in fear that a deadly weapon specifically a firearm may be present. Officers frisked Mr.XXX and the vehicle to no avail.

Mr.XXX told Officers he was coming from his girlfriends house at XXXLenox St. Officers also observed a large quantity of US currency in Mr. XXX pocket and scattered throughout the vehicle.

Mr.XXX was very cordial throughout the exit order and was very understanding when Officers explained the reasoning. Mr.XXX was wearing a Diamondbacks hat with the letter ""D"" on it. When asked if he still hangs with around with Draper St he began to laugh and nod.

FIOEd for intel

DK01F (Murphy/Lonergan) D207F (Lerro/Larosa)",1
FC24002767,2024-07-04 00:06:00.0000000,,ROXBURY,2119,Stopped,Reasonable Suspicion ,"Gun, Body Worn Camera",Passenger Car/ Automobile,2,2,0,0,2,"Just after midnight on 7/4/24, Officers assigned to the District B-2 Drug Control Unit along with Detective Dodd, under the direction of Sgt Det J McCarthy patrolling the Roxbury area noticed a Gray Toyota Rav-4 (MA XXXfail to stop for a red light at Shawmut and Ruggles St. 

A m/v traffic stop was conducted at Malcolm X Blvd and Roxbury St. The BK03A unit responded to assist DCU officers. The operator, identified as XXX informed Det Dodd he had been smoking marijuana and had the characteristics of being under the influence of such. 

The passenger, later identified as XXXappeared to be sleeping after officers noticed both occupants to be alert prior to the stop. In addition there was evidence of open containers of maijuana inside the vehicle in plain view. Based on these observations, both occupants were asked to exit. 

S/D McCarthy asked XXXto exit the passengers side to which he did. He was asked if he had any weapons, XXXpointed to his waist indicating he did. Officer Askins lifted XXXshirt and recognized a firearm inside his waistband area (un-holstered). 

Officers secured the firearm as XXXstated ""its registered"" and informing Officers he had a license to carry (LTC). XXXwas unable to produce an LTC, however, Officers verified this information to be true. Mr XXXstated he was getting a ride home from Mr XXXand did not appear to be under the influence of any drugs or alcohol. 

The firearm was handed back to XXXand he was allowed to operate the vehicle rather than XXXwho was clearly under the influence of marijuana. XXXreceived a verbal warning for the red light violation.",1
FC20005592,2020-11-14 17:50:00,DORCHESTER AVE,DORCHESTER,2125,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Van,4,1,0,3,1,"About 6:45 PM Officer Hosea was responding to the area of the JFK / UMASS MBTA Station as State Police stopped a stolen vehicle and two males fled the area. The males were described as wearing a black hoodie and light jeans, the other wearing a heavy grey hooded sweatshirt.

The officer observed two males matching the description sitting on the wooden wall at 888 Dorchester Avenue (Gulf). When the officer approached the males, the male in the black hooded sweatshirt and light jeans became hostile, the other fled. The officer identified the male in the black hooded sweatshirt and light blue jeans as XXX XXXof XXXHamilton Street, Dorchester. XXXstated that he was coming from JFK and was hostile. It should be noted that XXXlives on Hamilton Street and the vehicle was stolen from the corner of Hamilton Street and Bowdoin Street. 

With a lack of video available at the time and the witness having left the scene, XXXwas FIO'd and released. When released XXXwalked in many different directions, turning around and changing directions often until the officer left the scene.

H436F / HOSEA",1
FC24003803,2024-09-16 00:00:00.0000000,,DORCHESTER,2124,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,5,3,1,1,5,"About 0100 officers observed a gray Toyota Camry bearing MA XXXon Wales St. with a headlight out (90.7). The vehicle then proceeded to cross over Harvard and continued on to Wales St.. The vehicle rolled the stop sign at Wales St and Nightingale St (89.9) then turned left on to Nightingale St. The vehicle then rolled the stop sign at Nightingale St and Bernard St (89.9) then turn left on to Bernard St. The vehicle then took a right on to Harvard St. The vehicle also rolled the stop sign at Harvard St and School St. (89.9). 

Officers initiated a stop of the vehicle in the area of Harvard St and Harvard Ave. for the above offenses. As soon as officers stopped the vehicle the back seat passenger side passenger quickly ducked down then popped back up. The vehicle was occupied five (5) times.

Driver:XXX

Front Passenger: Unknown

Driver's rear: XXXXXX

Middle rear: XXX

Passenger rear: Unknown

The operator appeared to be breathing heavily and unnaturally. Based on all of the above factors officers issued an exit order. A Pat frisk of the vehicle and person was conducted and yielded negative results. A verbal warning was given for the above offenses.",1
FC20002637,2020-05-17 01:14:00,,BOSTON,2136,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,1,"Observed vehicle parked in Akiki (1171 Hyde Park Ave) with MA Reg. XXXand stopped for VAL's. Operator was XXX(Prior F/A Charges) Frisked vehicle and operator for weapons to no avail. Owner/operator cited for equipment violations FIOE'd and released. 

LG03A (DiPiro/Baltazar) LG04 (Abreu/Villegas-Hoag) T922 (SGT. Sanchez)",1
FC21003603,2021-09-14 00:00:00,FULLER ST,BOSTON,2124,Stopped,Encounter,,Passenger Car/ Automobile,1,1,0,0,1,"Traffic stop 284 Fuller St of MA reg XXXMazda CX7 (tint/exp insurance). Operator XXX (Active BBMG /multiple drug distribution charges on BOP) frisk of the vehicle due to folding knife. Large quantity of money inside center console. XXXproduced valid active insurance info. Verbal warning issued for 90/9D.

CK01D Coffey/O'Toole",1
FC22002221,2022-05-28 08:50:00,DUDLEY ST,DORCHESTER,2125,Stopped,Probable Cause,,Passenger Car/ Automobile,4,3,0,1,4,"At about 08:50 PM, Saturday, 05/28/2022, YVSF Officers Degrave/Muhammad (Vk06) conducted a traffic stop of MA. Reg. XXX(2004 Black Honda Accord) for excessive tints (90;9D). Officers made several observations which led them to believe that the occupants may be in possession of a weapon. For Officers' safety, Officers conducted a pat frisk for weapon and recovered a firearm on the driver's person. Driver was identified as XXX (DOB: XX/XX/XXXX

 Front seat passenger was identified as XX/XX/XXXXRight side, rear passenger, was identified asXXXXX/XX/XXXXand Left Side, rear passenger, was identified as XXX XX/XX/XXXXXXXwas transported to District B2 for booking and the other parties were released on scene.",1
FC25003415,2025-07-01 10:15:00,DORCHESTER AVE,DORCHESTER,2122,Stopped,"Intel, Reasonable Suspicion ", Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,"TS of MA REG XXXat XXXDorchester Ave in regard to a MA State PD BOLO/ID Wanted for the vehicle.   Op identified asXXX (multiple FA offenses, trafficking 94c)  Passenger identified as XXXmultiple prior FA offenses)  Ma State PD notified (H-6)  HK01D (E. Foley/Taylor)",0
FC22001540,2022-04-19 21:07:00,MORTON ST,MATTAPAN,2126,Stopped,Probable Cause,,Passenger Car/ Automobile,3,3,0,0,2,"T-Stop for vals (attached plates) at XXXMorton Street, Mattapan, Officers came in contact with the operatorXXXand passenger XXX. Both parties did not possess an active driver's license and stated that the vehicle was recently purchased the day prior and in the process of being registered. Both parties were given exit orders, vehicle and parties frisked to no avail.XXX arrived on scene and presented an active driver's license and took custody of the vehicle.XXX was issued a verbal warning.

 It should be noted that XXXhas been previously FIO'd with active BBMG associates several times and alsoXXX has a previous report where he was named as a suspect in an armed robbery by firearm but never charged. Parties were FIO'd and released.",1
FC24001478,2024-04-02 13:45:00.0000000,MORTON ST,DORCHESTER,2124,Stopped,Probable Cause,"Gang, Other Agency/Unit Notified, Shots Fired, Gun, Body Worn Camera",Passenger Car/ Automobile,3,1,0,2,0,"On Tuesday April 02, 2024 at about 13:45hrs Massachusetts State Police Department H Troop (H-6 South Boston) Trooper XXX#4408 conducted a motor vehicle stop a black colored 2022 Chevrolet Malibu bearing New Jersey Registration : XXXThe operator was Mr. XXX. 

Trooper made observations of what appeared to him to be bullet holes in the drivers side rear truck area. 

Mr.XXX informed Trooper XXXthat the damage happened about a week ago; that he had already reported the motor vehicle damage to the Boston Police Department. 

It has been confirmed that Mr. XXX was not truthful in his statements to TroopeXXX.

MSP FIO Report #XXX",0
FC21004523,2021-11-28 00:51:00,HYDE PARK AVENUE,BOSTON,2130,Stopped,Probable Cause,,Passenger Car/ Automobile,2,2,0,0,0,"T-Stop for VALS (tinted plate cover) at 335 Hyde Park Ave on Georgia Temp. Tag XXX(2006 gray Chevrolet Equinox).

Driver - XXX(Creston associate, F/A Trafficking on BOP) stated he is on Federal Probation.

Passenger XXX(open F/A charge on BOP)

Verbal warning issued. 

JG01A (Ruiz/del Villar)",0
FC23000126,2023-01-05 22:43:00.0000000,HOLWORTHY ST & CRAWFORD ST,ROXBURY,2121,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,0,"Traffic Stop for 90/17 (speeding) and 89/9 (fail to stop, stop sign) of a black 2017 BMW 540 (MA REG XXX
OP:XXX (DOB: XX/XX/XXXXOpen F/A and known XXX Associate. 

XXXwas the sole occupant and stated that he still lives in Everett but was on his way to see a friend in Mattapan. XXXstated that the vehicle is registered to his wife, but repeatedly stated the vehicle is his and became irritated over officer's questions.

FIO'd for intel.

-B102F (Green/Luciw)",0
FC21003113,2021-08-14 03:30:00,ORLANDO ST,MATTAPAN,2126,Stopped,Probable Cause,,Suv (sport Utility Vehicle),1,1,0,0,1,"About 3:18am on Saturday 8/14/21 Officers responded to the area of XXXAlmont St for a report of a person shot (I2120XXX6861). While en route Officers were advised that a dark colored jeep, bearing MA REG XXX, was seen leaving the area.

Officers observed the Jeep on Orlando St. and conducted a motor vehicle stop. Officer removed the operator, XXX (DOB XX/XX/XXXXand conducted a pat frisk. Officers removed a holstered Glock 19 hand gun from the front of XXXwaste band. 

XXXexplained to Officers that he worked as an Armed Security Officer in the Sea Port and that the firearm recovered was his and that he possessed a valid license to carry. Officers retrieved XXXLTC and conducted a CJIS check of his license status and firearm. XXXstated that he lived at XXX Orlando and that he had driven by Almont Park after the shooting took place.

Officers confirmed that XXXhad a valid LTC, and that the firearm removed from his person was in fact his, and confirmed the address on XXXLTC was XXX Orlando. After speaking with Detectives XXXwas released and his firearm returned.",1
FC23002715,2023-05-28 03:00:00.0000000,ALBANY ST,BOSTON,2118,Stopped,Intel, Body Worn Camera,Passenger Car/ Automobile,2,1,1,0,0,"TS Vals XXXAlbany st MA REG XXXXXXwas observed walking aimlessly in area and proceed to walk towards Mass Ave. Officers approached vehicle and spoke with passenger later identified asXXX. XXXstated she is in a relationship with XXXbut is not sure where he went. Advised XXXto get intact with XXXand move his vehicle due to obstructing the flow of traffic on Albany Street.

Citation issued.",0
FC24002076,2024-05-15 19:06:00.0000000,,CHARLESTOWN,2129,Stopped,Probable Cause,"Gang, Body Worn Camera",Suv (sport Utility Vehicle),3,1,2,0,0,"About 7:06pm, on 05/15/24, traffic stop for VALs on a 2017 black Jeep Grand Cherokee (MA REG# XXXat Bunker Hill St. & St Martin St., Charlestown.

Officers observed the vehicle to have excessive window tint on all window, including the windshield. Officers noted the windows to be so dark that they could not even see a silhouette of a person from outside of the vehicle. 

Operator identified as XXX (DOB XX/XX/XXXX XXXassociate with robbery, assault to rob, 94c, ABDW on BOP.

XXXwas extremely confrontational throughout the stop and refused to listen or understand the safety concerns behind the tinted windshield on the vehicle.

Officers also observed XXXto be on a facetime call with XXX (DOB XX/XX/XXXXXXXis an active XXX member with Murder, multiple F/A, and open 94C on BOP and his vehicle has been present during recent shots fired in Charlestown.

Vehicle registered to a XXX(DOB XX/XX/XXXXout ofXXXTibbetts Town Way, Charlestown.

XXXonly elevated his tone with Officers and continued to speak over them stating that he needed the window tints for his own safety because he ""didn't want to be seen"".

Officers issued a Massachusetts Civil Citation XXX
A101F (Marchand/Hiltunen)",0
FC20003291,2020-06-16 01:45:00,HOMESTEAD ST,ROXBURY,2121,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,5,4,1,0,1,"Officers observed above known H-Block associates hanging out, drinking alcohol and smoking weed, in the rear parking lot of 65 Homestead Street for a number of hours. When officers approached the group both XXX and XXXnoticeably separated from the rest of the group. XXXfled into the rear of XXXHomestead Street, XXXstopped and frisked to negative results

XXXbecame very loud and animated shouting at officers that they were mourning the death of his brother. XXXthreatened to shoot police officer, referencing a past incident where he was present during the shooting of a Boston Police Officer.

Rear parking lot of 65 Homestead continues to be a location wear H-Block associates congregate.

FIOd for intel.

B101A (Walsh/Beauchemin) B103A (Picarello/MacDonald) B909 (Sgt Burrows) multiple B-2 units",1
FC20001422,2020-02-23 22:30:00,TREMONT ST,BOSTON,2116,Stopped,Reasonable Suspicion ," Gang, Body Worn Camera",Passenger Car/ Automobile,2,2,0,0,0,"Officers observed MA REG XXX 2004 Audi A6 parked on Haywood place. Officers then observed the vehicle to have backed out of Haywood Pl onto Washington St then left onto West st and continue on Tremont st where it was then stopped. The MV was operated by XXX, who is an active Morse St member and passengerXXX who is an Mission Park member with multiple prior drug charges. Officers have had prior encounters wit bothXXX and XXX who are usually around the boylston and essex area, known for drug distribution. 

AK01F D'Addieco/ McGahan",0
FC23001778,2023-04-04 23:00:00.0000000,,BOSTON,2122,Stopped,Probable Cause,,Passenger Car/ Automobile,1,1,0,0,0,"T-stop of a 2022 Gray Dodge rental (XXX) for speeding and stop sign violation. Officers made contact with the operator XXX (DOB: XX/XX/XXXXmultiple prior F/A arraignments and open F/A. Officers are familiar and friendly with XXXwho was his normal conversational self. written warning issued, FIOED, and released. 

Coyne/Turner",0
FC22002696,2022-06-25 00:45:00,OLNEY STREET,BOSTON,2121,Stopped,Encounter,,Passenger Car/ Automobile,1,1,0,0,0,"About 12:45 am, Saturday, June 25, 2022, Officer Kennedy and Palanco, while assigned to the H103A, observed Ma Reg XXX(White Honda Civic) in the rear of the John P Holland School (Geneva Ave Side). Officer observed the driver to be the owner XXX), who has prior F/A charges out of Quincy District Court.",0
FC23003458,2023-07-11 13:04:00.0000000,WESTVIEW ST,DORCHESTER,2124,Stopped,Probable Cause, Drugs,Suv (sport Utility Vehicle),2,1,1,0,1,"Officers conducted a traffic stop at XXXWestview St on a a 2011 black Infiniti FX35 bearing New Jersey XXXDay Non-Resident) Temporary Plate XXX

Both occupants in the vehicle exited and attempted to flee from Officers in order to avoid from being stopped. 

Operator:XXX

Front PassengeXXXactive Heath St associate // prior F/A convictions)

Officers observed a bulge in the rear of XXXright mid calf sock. The bulge did not appear to be anatomically correct or consistent with the left leg. Officers attempted to place XXXin handcuffs which he resisted. Officers eventually placed XXXin custody and located 4 loose white rock like substances believed to be crack cocaine. XXXwas subsequently arrested. 

O'Connor/Griffiths/Sgt. McDonough",1
FC21000274,2021-01-28 00:55:00,,BOSTON,2124,Stopped,Probable Cause,,Passenger Car/ Automobile,3,3,0,0,1,"About 12:53 am, Thursday, January 28, 2021, Officer Kennedy, while assigned to the C425A, while on regular patrol in the area of Edson St and Norfolk St.

While on regular patrol while operating a marked Boston Police cruiser (#7527) in the area of Edson St and Norfolk St. Officer Kennedy observed Ma Reg XXX(Black Acura 2 Door) fail to stop at the stop sign on Edson St at Norfolk St. Before activin his lights and siren, Officer Kennedy observe Ma Reg XXXfail to stop at the traffic signal (red) at the intersection of Norfolk St and Woodrow Ave. Ma Reg XXXcontinued to take a left on New England Ave. 

Officer Kennedy was able to conduct a traffic stop at the beginning of New England Av and Woodrow Ave. Officer Kennedy observed XXX XXXas the operator of the vehicle. The passenger identified as the owner of the vehicle, XXX XXX

The operator could be seen holding the vehicle registration and a driver's license out of the driver's window. The operator could still be seen reaching around the vehicle before Officer Kennedy approached the driver's window.

The operator stated he did not have a driver's license and was only traveling to Nightingale St. Officer Kennedy conducted an inquiry checks on both the driver and passenger. The operator XXXhad a suspended driver's license, prior firearm charges (2018), and no warrants. The operator also has an active affiliation with H-Block gang. 

The passenger XXXhad and active driver's license and no prior criminal history. 

With the assists of the C113A (PO Lewis & Turner), Officers pat frisk the immitted area of both parties (front seat area, rear seating area). 

The owner XXXstated he did not feel comfortable with her ability to operate a stick shift vehicle. The vehicle was released to a friend (XXX, XXXOfficer Kennedy conducted an inquiry check on Mr. XXXMr. XXXhad an active driver's license, prior firearm charges (2013), and no warrants.",1
FC24000702,2024-02-15 00:54:00.0000000,AMERICAN LEGION HWY,BOSTON,2124,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,2,"T/S of 2015 red Chrysler 200 (MA REG XXXfor VALS (Speed greater than reasonable, Equipment Violation) at XXXAmerican Legion Highway, Boston.

OperatorXXX(No BOP)

Front seat passengerXXX(Active Columbia point, Prior F/A)

Officers activated the emergency lights and attempted to affect a traffic stop in the area of XXXBlue Hill Ave. The vehicle initially failed to stop and slowly continued to travel onto American Legion Highway before finally coming to a stop. Both XXXand XXXwere calm and cordial with Officers.

Due to the vehicle initially failing to stop and the front passenger's prior firearm history an exit order was issued. Occupants and vehicle frisked yielding negative results. BWC activated.

Verbal warning issued to Operator for violations.

HK01A (D. Foley/Zammito/Keohan)",1
FC24000395,2024-01-29 17:05:00.0000000,TREMONT ST,ROXBURY,2120,Stopped,Reasonable Suspicion ,"Warrant Arrest, Body Worn Camera",Passenger Car/ Automobile,3,2,0,1,2,"T/S of MA REG XXXin the area XXXTremont St. for excessive tint. Officers had previously observed the vehicle in the vicinity of Northampton St. and Reed St. a few minutes prior. Officers noted the vehicle to be a dark colored Ford Explorer with characteristics that made it strongly resemble an unmarked cruiser. 

Officers made contact with the operator later identified as XXX as well as the passenger XXX. Neither party was the registered owner of the vehicle. XXX after being given an overwhelming number of chances to provide a driver's license was eventually removed from the vehicle and placed under arrest for Failure to Submit. XXX eventually informed Officers he did not have a valid license as well and provided a fake name of XXXXX/XX/XXXX

Officers eventually were able to properly identify the operator and discovered 4 active warrants. Due to no licensed driver on scene the vehicle was towed and XXX was released. 

XXX BOP includes Unarmed Robbery, F/A, Escape, 94c, Larceny, Receive Stolen Prop, ADW and 209a offenses. 

XXX BOP includes Trafficking, Distribution, ABDW, ADW, Malicious Damage of Prop, Forgery, Uttering and 209a offenses. 

FIO to associate individuals with the vehicle. BWC activated. 

DK01F (McDonough/Crowley/Lonergan) as well as numerous District 4 units.",1
