fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,sex,race,ethnicity,age,build,skin_tone,was_frisked,narrative
FC25000034,2025-01-02 18:35:00,ANNUNCIATION RD,ROXBURY,2120,Stopped,Reasonable Suspicion,,Passenger Car/ Automobile,Male,,Not of Hispanic Origin,27.0,Unknown,,0,Housing POs MV stop on XXX (Prior F/A) for excessive tints and illegal parking/blocking main street at XXXAnnunciation Road. XXXwas operating (MA Reg XXXBlack Infiniti Q50). XXXwas non cordial with officers but did comply. Officers advised XXXto move his MV to a legit parking spot. FIO to associate individual with location
FC25000028,2025-01-02 19:30:00,MONSIGNOR DENNIS F. O'CALLAGHAN WAY,SOUTH BOSTON,2127,Stopped,Encounter,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,41.0,Thin,,0,"On Thursday, 01/02/2025 at approximately 7:30 PM, Housing PO's observed Virginia REG XXXoutside XXXO'Callaghan Way in the McCormack Development with one male in the driver seat, slumped backwards. A CJIS inquiry of Virginia REG XXXrevealed it to be a rental out of EAN Holdings LLC with an expired registration since 11/30/2024. Officers made contact with the operator,XXX and advised him of the status of the vehicleXXXprovided an updated rental agreement that provided proof of an active registration as well as his license. A CJIS inquiry of XXX showed an active License and negative results for warrants. XXX was advised to move his vehicle as it was also parked next to a handicap sign, and he complied. FIO to associate vehicle to subject and development. Z433 (Barbosa) Z429 (Awad) Z434 (Iverson)"
FC25000030,2025-01-02 21:37:00,,BOSTON,2125,Stopped,Probable Cause,Body Worn Camera,Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,41.0,Medium,,0,"Officers conducted a traffic stop at Columbia Road & Dorchester Avenue on a 2024 Silver Ford Expedition (KY REG XXXfor failure to stop for a red light. Officers identified the driver as XXX XX/XX/XXXX XXXhas a history of carrying weapons, violent crimes. XXXwas compliant and respectful with Officers. 2024 Silver Ford Expedition (KY REG XXXis a rental car. Officers issued XXXa verbal warning. FIOE Completed. F102F Ganss/Piva"
FC25000037,2025-01-02 22:47:00,TREMONT ST,BOSTON,2116,Stopped,Reasonable Suspicion,Body Worn Camera,,Male,White,Not of Hispanic Origin,40.0,Medium,,1,"About 10:47pm on Thursday, 01/02/25, Officer Ledesma in the A436F and Officer Hugh in the A437F responded to a radio call for a person walking around with a drill at Beach Street and Washington Street, Boston. Officers were given the suspect description as a white male with a green hoodie and jeans. While driving around Officer Ledesma noticed the suspect later identified as XXX matching the description given. Officer Ledesma stopped the suspect along with Officer Hugh and identified the individual."
FC25000038,2025-01-03 00:31:00,,DORCHESTER,2125,Stopped,Reasonable Suspicion,Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,34.0,Medium,,1,"About 12:30am on Friday, 01/03/25, T/S for failed to stop at a red light at Columbia Rd and Dudley St, Dorchester. The operator (later identified as XXX) operated a 2015 Black Mercedes-Benz C-Class (MA REG: XXXand provided several inconsistent statements regarding his relationship with the vehicle and registered owner. XXXstated his relationship with the registered owner is sometimes his wife but not dating. XXXstated he is not borrowing the car. It should be noted that officer has stopped the same vehicle with different operator in the past which turned out to be a Turo Rental car. A BOP revealed that XXXhad open cases involving firearm offenses, assault with intent to murder, and violations of 94C. An exit order was issued, and a pat and frisk on XXXand the vehicle were conducted to no avail. XXXis wearing an ankle monitor bracelet. XXXwas cordial with the officers. Officer Abanoor issued a citation XXXfor failing to stop or yield. FIOE'd for the association with the vehicle. Officer Abanoor (B436A)."
FC25000039,2025-01-03 00:41:00,WILLIAM T MORRISSEY BLVD,DORCHESTER,2122,Stopped,Probable Cause,Body Worn Camera,Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,37.0,Medium,Medium,0,"R/C for a larceny in progress located at XXXMorrissey BLVD (7/11) XXX (DOB: XX/XX/XXXXpurchased several items and stole several other small items.XXX who was cooperative with officers willingly gave the items he took back to 7/11 staff.XXX does have armed robberies, firearm charges, kidnapping, and numerous other ADW's on his BOP.XXX was trespassed from 7/11 and was advised by officers to stay away from the Morrissey Blvd location. H102A (Donlon/Patterson) H903 (Sergeant Woods)"
FC25000043,2025-01-03 09:06:00,ALBANY ST,BOSTON,2118,Stopped,Probable Cause,"Warrant Arrest, Body Worn Camera, Other Agency/Unit Notified",,Male,White,Not of Hispanic Origin,30.0,Thin,Light,1,XXX XX/XX/XXXXwas placed under arrest for an active felony warrant and transported to the Suffolk County jail for booking. Reference; I#252000623
FC25000056,2025-01-03 11:15:00,BLUE HILL AVE,DORCHESTER,2121,Observed,Probable Cause,,Passenger Van,Male,Black,Not of Hispanic Origin,51.0,Medium,Medium Brown,0,"On Jan. 3, 2025 at about 11:15 AM, members of the B2 DCU were in the area of XXXBlue Hill Ave ( The Mecca parking lot) when Officers observed a brown Honda minivan, parked on the side of CVS. Sgt. Det. McCarthy along with Officers Langton and Henriquez who were in an undercover capacity when the observed a black male, sitting in the driver side of a brown Honda Odyssey mini van (Alabama Reg. XXXwith a green tactical bag with a black radio police scanner attached to it, who was later identified asXXX. Officers observed a unknown black female get out of a white SUV and walked up to XXXXX (who was on the driver seat of brown mini van). The unknown black female handed US Currency to XXXXX and in exchange XXXXX went into the green tactical bag and pulled out a pack of Newport Cigarette and handed it to the Unknown black female who then put it into her right hand coat pocket and walked away back to her white SUV. Det. Walsh who was also in the parking lot additionally observed XXXXX conducting what appeared to be illegal cigarette sales through his front driver's seat. The vehicle was parking facing outward directly outside the CVS."
FC25000057,2025-01-03 11:16:00,BLUE HILL AVE,DORCHESTER,2121,Observed,Probable Cause,,Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,49.0,,,0,"On Jan. 3, 2025 at about 11:16 AM, members of the B2 DCU were in the area of XXXBlue Hill Ave ( The Mecca parking lot) when Officers observed a black male with a black knitted hat, black jacket, black cargo sweat pants, later identified as XXXDOB XX/XX/XXXXSgt. Det. McCarthy along with Officers Langton and Henriquez who were in an undercover capacity when the observed XXXwalking around in the parking lot near CVS carrying a green plastic bag. Officers observed XXXbeing approach by numerous individuals hand XXXUS Currency and in exchange XXXwould go into the green plastic bag and pull out a pack of Newport Cigarettes. Officers then observed XXXthen walk onto Geneva Ave and get into a Blue Jeep Liberty MA Reg XXXXXXsat in the driver seat for several minutes and then got out and continue to sell Newport cigarettes."
FC25000044,2025-01-03 11:45:00,WASHINGTON ST,DORCHESTER,2124,Stopped,Reasonable Suspicion,Body Worn Camera,,Female,White,Not of Hispanic Origin,45.0,Medium,Light,0,"SS of XXX (94c, shoplifting) at XXXWash (CVS). Store employee confirmed XXXreturned merchandise prior to being stopped by officers. CJIS query yielded negative results for warrants. XXXwas trespassed from the store and advised she is subject to arrest if she returns. HK01D (E. Foley/Keohan)"
FC25000046,2025-01-03 17:00:00,DRAPER ST,DORCHESTER,2122,Observed,Intel,,Passenger Car/ Automobile,Male,,Not of Hispanic Origin,34.0,Medium,Medium Brown,0,"While on patrol Officers were traveling down Geneva Ave. when officers observed a blue BMW Station Wagon parked in front of a laundry mate on the corner of Geneva Ave and Westville Street with a no stopping sign posted. Officers inquired the vehicle (MA REG XXXon CJIS, inquiry came back as a REVO/INSC and the registered ownerXXX; DOB: XX/XX/XXXX(Castle Square Associate). CJIS query revealed multiple F/A forXXX. Officers then pulled down a side street in order to confirm the registered driver (XXX) was operating the vehicle. The vehicle pulled away before officers could make the stop. Officers observed the individual make a U-Turn down Topliff St. then a right on to Longfellow St. Officers lost sight of the vehicle and turned down Draper St. to find the individual. Officers located the vehicle and parked in front of XXXDraper St. as multiple individuals were seen coming in and out of the home removing items from the vehicle. Jamieson/Welter (H425F)"
FC25000047,2025-01-03 18:30:00,,BOSTON,2127,Stopped,Reasonable Suspicion,"Drugs, Body Worn Camera",Passenger Car/ Automobile,Male,Black,Hispanic Origin,41.0,Medium,,1,"XXX stopped in the area of Old Colony / Devine way in regards to 94c invest. Exit order issued due to surveillance observations, observations during the stop, and untruthfulness. Officers have previously arrested XXXfor PWI B. Large amount of USC in multiple denominations located on XXXperson. Officers did not recover any 94c product from XXX XXXmoney was returned and he was FIOE's and released. V822 (Dodd) FK01F (Kelly, Burke)"
FC25000048,2025-01-03 19:40:00,BLUE HILL AVE,MATTAPAN,2126,Observed,Intel,"Other Agency/Unit Notified, Body Worn Camera, Gang",Pickup Truck,Male,Black,Hispanic Origin,30.0,Medium,Light,0,"Officers are aware of multiple community complaints in and around the Mattapan Square area, specifically business owners due to groups congregating that use illegal substances, openly consume alcohol and potentially sell illegal substances in the area. Officer while on patrol in the Mattapan Square area, observed a group congregating in and in front of Mattapan House of Pizza XXXBlue Hill Ave) at approximately 07:41pm. During this observation, Officer observed the group in the business and out front for approximately 30 minutes without any movements that would suggest they were waiting for food. At approximately 08:07pm, Officer observed MA REG XXX(2008 Black Ford LGTCON) park in front of the business with multiple members of the initial group observed now gather around it with some leaning in the windows and entering the cab of the truck. A CJISWeb Inquiry showed the vehicle to be registered to XXX DOB XX/XX/XXXXXXX prior F/A). FIO completed for Intel Purposes. C426F (Kennedy)"
FC25000051,2025-01-03 23:25:00,,DORCHESTER,2124,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,Male,Black,,19.0,,,1,"T/S around 23:25 on 01/03/25 at Blue Hill Ave and Paxton Street of gray 2011 Infiniti G25 (MA REG XXXfor window obstruction (90/9D) and plate violation (90/6). When officers attempted to stop the vehicle for the aforementioned infractions, the operator continued to slowly roll down Blue Hill Ave until eventually pulling over after approximately 20 seconds. Operator identified as XXX (DOB: XX/XX/XXXXXXXwas a passenger in a vehicle that fled from officers resulting in the firearm arrest of XXX on 02/07/23 (refer to 232010122). Officers conducted a pat frisk of XXXand the vehicle during which time a large kitchen knife was recovered from the driver's side door. Citation issued. M.Foley/Sandoval/Williams"
FC25000054,2025-01-04 09:15:00,STANIFORD ST & WILLIAM CARDINAL OCONNELL WAY,BOSTON,2114,Stopped,Reasonable Suspicion,"Body Worn Camera, Other Agency/Unit Notified",,Male,White,,45.0,Medium,Light,1,"At 9:15 AM on 1/4/24, Officers stopped XXX(DOB XX/XX/XXXXon William Cardinal O-Connell Way at Staniford Street. XXXmatched the description of a person reportedly covered in blood, threatening to stab people. Officers determined the red liquid was tomato soup. XXXstated he did get into an argument with somebody inside Whole Foods. It was eventually determined XXXattempted to shoplift several items from the store and was confronted by security. Whole Foods staff recovered the items. XXXhas multiple larceny and ABPO/corrections guard convictions out of Orleans, Haverhill, Lynn, Fitchburg, and Boston, along with multiple public order crime charges from the same places. When XXXleft the store, he walked up to a random person/witness and stated, ""you look like a good person to rob,"" and then fled. FIOE'd to associate XXXto Cambridge Street. Ostholthoff/McCullough (A102D)"
FC25000053,2025-01-04 09:30:00,,BOSTON,2111,Observed,Probable Cause,"Body Worn Camera, Homeless",,Male,White,Hispanic Origin,28.0,Thin,Light,0,About 9:30am on Saturday 01/04/2024 Officers Colon and Daley in the A103D observed the suspect XXX DOB XX/XX/XXXXpush an unknown male while walking down Washington Street. The Officers then observed the suspect put his hands up and engage the victim with closed fists. As Officers approached the victim and suspect the victim left the scene before speaking with the Officers.
FC25000069,2025-01-04 11:20:00,TREMONT ST,BOSTON,2108,Encountered,Encounter,Body Worn Camera,,Male,Black,Unknown,36.0,Medium,,0,"Officers encountered the subject (XXX DOB XX/XX/XXXXseated at the Brewer Fountain, XXXTremont St, Boston. Officers observed XXXsmoking a cigarette and asked him to put it out to which he complied. Officers drew XXXattention to the no smoking sign and informed him that he is not allowed to smoke in any park in the city of Boston. FIO for documentation (A706 Kozub/A707 Pires)"
FC25000065,2025-01-04 15:00:00,,BOSTON,2126,Stopped,Reasonable Suspicion,,,Male,Black,,28.0,,,1,"Officers stoppedXXX in relation to a package theft investigation. XXXwas operating XXXwhich is registered to a 2014 Subaru Forester, but was attached to a Nissan Altima he had just purchased. XXXstated attached his mother's plate to the new car. He stated he is temporarily living at XXXWoolson Street XXXHe was instructed to properly register and insure the new vehicle. B-3 Detectives notified. C. Adams/Barker"
FC25000061,2025-01-05 01:00:00,,ROXBURY,2119,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,23.0,Thin,Medium Brown,1,"Officers were traveling on Dudley St, near the intersection of Hampden St, when they observed a vehicle, purple Acura sedan bearing MA Reg XXXwith excessive tint. As officers caught up to the vehicle, now traveling on Hampden St, the vehicle made an abrupt right turn onto Kemble St, passing a Do Not Enter/ One Way Sign. As the vehicle began driving the wrong way down a one way, the offices activated their emergency lights and initiated a stop of the vehicle. The operator was identified as XXX(DOB XX/XX/XXXXAs officers approached the vehicle, XXXwas verbally confrontational towards the officers asking multiple times what the officers were ""bothering him for"" and stated that he could do whatever he wanted at this time of night. The officers explained several times the reason for the traffic stop (excessive tint/wrong way-one way). XXXstated that he knew the officers were behind him and that ""he could not concentrate"".XXXdemeanor appeared to drastically change as he became increasingly nervous during the interaction. Officers noted that XXXwas breathing rapidly, he sunk down into his seat and put his hands over face, and began crying. XXXalso attempted to call his lawyer but was sent to voicemail. Due toXXXactions and his behaviors officers feared that XXXwas in possession of weapon. XXXwas given an exit order from the vehicle which he initially ignored and stated that he was not getting out of the vehicle. Officers instructed XXXseveral more times to step out of the vehicle to which he eventually complied to. As XXXstepped out of the vehicle, he stated to the officers to ""search the whole car"". Officers frisked both XXXand the vehicle for weapons to no avail. The window tint on the vehicle measured at 14% which the officers showed to XXXVerbal warnings were issued excessive tint and one way violation."
FC25000067,2025-01-05 01:18:00,WASHINGTON ST,BOSTON,2108,Encountered,Encounter,Body Worn Camera,,Male,White,Not of Hispanic Origin,40.0,Medium,,0,"Officers encountered the subject (XXXD.O.B XX/XX/XXXXinside of McDonalds at XXXWashington Street, Boston. Officers Kozub and Pires originally responded to McDonalds for a removal of the subject XXXwho was refusing to leave. Officers had previous encounters with the subject and were aware of his numerous open cases for B&E's in the area. The subject was observed wearing a green sweatshirt, jeans, and black sneakers. Officers also observed the subject to have two items from T.J. Maxx and returned them to the store. FIO for intel A202D (Kozub/Pires)."
FC25000062,2025-01-05 02:30:00,KNEELAND ST,BOSTON,2111,Encountered,Encounter,"Body Worn Camera, Homeless",,Male,White,Not of Hispanic Origin,40.0,Medium,,0,"About 2:30 AM Officers Li and Lockwood responded to a radio call for a removal at XXXKneeland Street, Boston. Upon arrival officers observed the suspect,XXX (DOB: XX/XX/XXXXlying on a couch in the lobby of the apartments. Officers observed that he had in his possession letters that were address to other people at 15 Hudson Street. Officers removed XXXfrom the apartment and retrieved the letters from his possession."
FC25000063,2025-01-05 02:33:00,OLD COLONY,SOUTH BOSTON,2127,Encountered,Probable Cause,Body Worn Camera,,Male,Black,Not of Hispanic Origin,39.0,Medium,,0,"Assisted the F112A (Glavin/Halloran) with a loud music call at XXXOld Colony Ave., Apt. XXXResident (XXX has open F/A charges out of Brockton, lengthy BOP w/multiple ABDW, ABPO, Resisting Arrest. Multiple calls to the above for the same. XXXwas DK, aggressive, verbally combative toward Officers. He was in the company of an unknown BF. FIOd for Officer awareness. FK01A (Martin/McCarthy)"
FC25000068,2025-01-05 09:47:00,WASHINGTON ST,BOSTON,2108,Encountered,Encounter,Body Worn Camera,,Male,Black,Unknown,46.0,Stocky,Dark,0,Officers observed the subject (XXX D.O.B XX/XX/XXXXwalk out of T.J.Maxx with numerous clothing items. Officers stopped the subject XXXwho stated that he was homeless and did not mean any harm. Officers were able to return the clothing items to the store manager and verbally trespassed him from the premise. XXXis known to Area A-1 officers for shoplifting. FIO for intel (Kozub/Pires).
FC25000072,2025-01-05 17:12:00,BORDER ST,EAST BOSTON,2128,Encountered,Encounter,Body Worn Camera,,Male,White,Hispanic Origin,26.0,,,1,"01/05/25 at 5:31 pm, XXXBorder Street, East Boston (Shore Plaza). Officers observed a Hispanic male walking aimlessly between vehicles in the underground parking area; a gray Hyundai Sonata (MA REG XXXwhich appeared to have a sole occupant idling in the area where the subject later identified as XXXcontinuously circled and looked in all directions as he approached. Officers drove past the subject and observed him become evasive. Officers observed the suspect change his direction of travel and move in between the vehicles away from the officers and said vehicle. The subject walked to the vestibule of ground/parking level entrance of XXXBorder Street. Officers returned minutes later and saw the suspect outside; a voluntary encounter was initiated; during the conversation officers observed a bulge in his front waste band. Officers frisked the suspect for weapons and where XXXstated that he was waiting to no avail. Once officers contacted XXXthe vehicle that had been idling left the scene. It should be noted that the subject is a known substance user (K2 & Crack). Border Street Apartments is a known active Drug and Gang area. MA REG XXX- CJIS reveals owner XXXXX(DOB XX/XX/XXXXwith a BOP of POSS of F/A. Maldonado/Byrne (G101F)"
FC25000071,2025-01-05 17:51:00,TREMONT ST,BOSTON,2116,Stopped,Intel,"Homeless, Body Worn Camera",,Male,Black,,34.0,Medium,Medium,1,"About 01/05/2025, Officer Iacob and Alexander in the D101F responded to a radio call for an investigate person at XXXTremont Street, Boston. Prior to arrival, Operations informed the Officers that the caller stated that a Hispanic male wearing a black hoodie with red designs and black pants was pulling car doors and that she saw him reaching into his pants. Upon arrival, Officers made contact with XX/XX/XXXXand conducted a pat frisk to no avail. A CJIS query revealed negative results. Officers advised XXXto leave the area."
FC25000073,2025-01-05 18:03:00,,BOSTON,2128,Observed,Encounter,Sex Offender,Passenger Car/ Automobile,Male,Unknown,Hispanic Origin,67.0,,,0,"While on routine patrol of the Maverick Square area, officers observed MA XXX(gold 1972 Ford Thunderbird) parked at the intersection of Meridian and Paris Street. A CJIS inquiry showed that the vehicle was registered to XXX (DOB XX/XX/XXXXof Quincy, MA. XXXis a level 3 sex offender with a lengthy BOP (3x Aggravated Rape of a Child, 4x Distributing Obscene Material to a Minor, 7x Indecent A&B on a Child Under 14, 2x Open and Gross Lewdness, Statutory Rape). XXXCJIS and NCIC sex offender cards show MA XXXbeing registered to a 1971 Volkswagen Beetle. Per CJIS, XXXwas transferred to the Ford Thunderbird on 11/13/2024. XXXpreviously operated a transportation company that serviced the East Boston/Revere/Chelsea area. Officers observed MA XXXoperating on Orient Avenue earlier in the week. Per Mark 43, XXXhas no prior interactions with BPD. FIOE to associate XXXwith MA XXXand the East Boston area. -G201F (Byrnes, P./Hanton)"
FC25000074,2025-01-05 19:30:00,ANNUNCIATION RD,ROXBURY,2120,Stopped,Reasonable Suspicion,,Passenger Car/ Automobile,Male,Black,Unknown,21.0,,,1,"On Sunday, 01/05/2025 at approximately 7:30PM, Housing POs were patrolling the Alice Taylor development when they observed MA REG XXXidling with the driver being the sole occupant, illegally parked in the Fire Lane in front of XXXAnunciation rd. A CJIS inquiry of XXXrevealed it active, registered to a XXXout of Bridgewater, MA. CJIS displayed XXXto have an expired LTC and 3 registered firearms. Officers made contact with the Operator,XXX, who was immediately visibly nervous and hypervigilant of officers. XXXvoice was cracking and shaky and hands trembling when he provided Officers with his ID. A CJIS inquiry of XXXrevealed ""No Status Found on Record."" Due to his nervous behavior, Officers asked XXXif there are any weapons or anything illegal in the vehicle and he said, ""Why"" in a panic manner. XXXwas removed as he and the vehicle were frisked for weapons, yielding negative results. Officers observed 2 small marijuana bags in the vehicle and a few empty ""designer"" marijuana packaging bags; XXXstated it was for his personal use. XXXstated the car was his friend, ""XXXhowever could not further identify his friend. He stated they rent cars 3rd party, and this vehicle was a rental. At this point arriving on scene was XXXfriend and his friend's family who live at XXXAnnunciation rd. The Friend's dad, who had an active license, parked the vehicle in a parking spot and Officers advised XXXto arrange to have the vehicle picked up by XXXXXXcomplied and went into XXXAnnunciation rd, unknown apartment. FIO to associate subject/vehicle with location. Z433 (Barbosa) Z429 (Awad) Z434 (Iverson)"
