fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,sex,race,ethnicity,age,build,skin_tone,was_frisked,narrative
FC20000426,2020-01-14 11:02:00,,BOSTON,2118,Stopped,Probable Cause," Homeless, Body Worn Camera",,Male,White,Not of Hispanic Origin,40.0,,,0,"Officers Pinto and Finn of the Citywide Bicycle Unit stoppedXXXt at Southampton and Bradston Sts. XXXwas sitting, crouched over, on the Bradston St side of the Universal Church, which has clearly posted No Trespassing signs, and looked as though he was about to inject drugs. Officers have spoken with the owner of the church on numerous occasions, and he has stated that he is fine with people attending his service, but does not want people hanging on the side or in the rear of his property. Officers informed XXXthat he could not sit on the church property, and that he had to leave. XXXstated that he understood. Officer Pinto ran a CJIS query of XXXfor warrants, which yielded negative results."
FC20000365,2020-01-14 13:10:00,,BOSTON,2111,Stopped,Probable Cause, Drugs,,Male,Black,Not of Hispanic Origin,36.0,Medium,,1,"Officer Gamble in the District A-1 DCU, believed XXXto engage in a street level drug transaction. After the transaction, was observed placing a glass tube modified into a crack pipe to his mouth. Officers approachedXXX XXXadvised unit members he already smoked the drugs."
FC20000418,2020-01-16 20:45:00,MASSACHUSETTS AVE,ROXBURY,2118,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,Male,White,Hispanic Origin,29.0,Medium,,1,Female jumped out of the MV (VT Reg: XXX) and ran away after an argument withXXX. Suspect stated that the unidentified female intended to inject heroin due to her withdrawal symptoms. XXX was frisked yielding negative results for drugs. XXX was in possession of a knife and approximately 20 capped syringes. CJIS inquiry resulted in negative results but showed that the suspect has served time for prior drug distribution. Officers canvased the area for the female party but she was not located. -B433F and B432F (Cubarney and Picarello)
FC20000472,2020-01-19 01:30:00,ESSEX ST,BOSTON,2111,Stopped,Probable Cause, Body Worn Camera,,Female,White,,35.0,Medium,Medium,1,"Officers in the A103A assisted a warrant/trespassing arrest in the area of 68 Essex St. Officers later discovered XXX to be in possession of what appeared to be an amount of crack cocaine more than personal use. During the booking process XXX stated she was ""just trying to make a little bit of money"". In the past week XXX was observed with various other indivduals that have a history of drug possession and distribution."
FC20000478,2020-01-19 16:37:00,,BOSTON,2121,Stopped,Reasonable Suspicion ," Drugs, Body Worn Camera",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,40.0,Medium,,1,"Officers conducted a traffic stop of MA. Reg. XXX at Columbia Road and Devon Street for speeding. While at the window, Officer observed Mr. XXX place something in the center console and close it quickly. Mr.XXX was not in possession of his license and stated he finished his last delivery for Sun Pizza and had just cashed out, which was the reason for the empty food carriers in his car. Officer observed a small plastic twist in the back seat and a white pill. Mr.XXX was removed from the vehicle and during a frisk, Officers observed an unknown amount of cash in various denominations in both of Mr.XXX's pockets. Officers recovered 3 30mg Oxycodone pills in a small twisted bag inside the center console with more loose bills and observed a new needle in the glove box."
FC20000529,2020-01-22 14:13:00,,ROXBURY,2119,Stopped,Probable Cause," Drugs, Homeless, Body Worn Camera",,Female,Black,Not of Hispanic Origin,58.0,Medium,,1,"About 2:XXX3 p.m. on XXX/22/2020, Officers Romano and Layden conducted a subject stop of Ms. XXX at XXX Taber Street for drug activity. Officers recovered one loose white rock like substance believed to be crack from Ms. XXX who will be summonsed for Possession of Class B."
FC20000535,2020-01-22 18:06:00,AVENUE DE LAFAYETTE,BOSTON,2111,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,32.0,Muscular,,1,"Officers stopped MA Reg. XXX for excessive tint in front of 2 Avenue De Lafayette. Officers made contact with the driver XXX (Prior F/A charges) who stated he was waiting for his girl to get out of work at the above address. Officers observed a open joint of marijuana in the center console and noticed the odor of burnt marijuana. Officers removed the driver and with his permission searched the vehicle. Officers observed 2 cell phones on the drivers seat and a electronic scale in the drivers door as well as a missing panel on the dashboard. A frisk of the driver relieved about $5,000.00 in various banded USC in his jacket pocket. The driver was given a verbal warning and released. The vehicles ownerXXX also has several F/A, Trafficing and Possession with intent on his BOP and is on Probation until 10/01/21 A103F (DiPiro/Brooks)"
FC20000586,2020-01-24 17:00:00,WASHINGTON ST,BOSTON,2108,Stopped,Probable Cause," Drugs, Homeless, Body Worn Camera",,Male,White,Not of Hispanic Origin,34.0,,,0,"XXXr was causing a disturbance inside of the Marshall's in Downtown Crossing, refusing to leave the restroom and doing drugs.XXXr was trespassed from the establishment and was found to have no outstanding warrants.XXXr has over 100 adult arraignments and is well known in the area as a serial shoplifter."
FC20000601,2020-01-25 10:50:00,HAMILTON PL,BOSTON,2108,Stopped,Probable Cause, Homeless,,Male,White,Hispanic Origin,33.0,Thin,,1,"Officers encountered XXX sitting on the steps of XXX Hamilton Place rolling a cigarette of a green leafy substance. Area known for illegal drug use/sale, clearly visible ""No Trespassing"" sign posted on entrance to building. When asked what substance was XXX stated it was ""K2"". Subject checked for warrants to negative results and was advised not to trespass on steps of building any longer."
FC20000613,2020-01-26 16:10:00,,BOSTON,2108,Stopped,Reasonable Suspicion , Body Worn Camera,,Male,Black,Not of Hispanic Origin,53.0,Medium,,0,Officers stopped XXX(XX/XX/XXXX) at Tremont/ Hamilton Place for trespassing and smoking marijuana in public on 01/26/20 at 4:10pm. Mr.XXX was issued a verbal warning and released. -Bucelli/Burke A693/A694F
FC20000722,2020-01-27 11:30:00,LATTIMORE CT,ROXBURY,2118,Stopped,Probable Cause," Body Worn Camera, Warrant Arrest",,Male,White,Hispanic Origin,39.0,Medium,Light,1,"About 11:30AM on 1/27/2020, Officer Linnane and Siminson in the DK01D along with Trooper Mason from the Massachusetts State Police Fugitive Unit did arrest XXX by virtue of a warrant for various firearm charges. XXXwas found in XXXLattimore Court #282. The apartment was in complete disarray, with empty liquor bottles and drug paraphernalia dispersed throughout the apartment. There was 3 additional unidentified individuals in the apartment, two sleeping in a bed and one on the floor. During the booking process Officer Linnane asked XXXif that was his apartment, which he stated, ""No that is a party place, everyone just goes to that apartment to get high and party."" XXXstated he did not know who actually lived in the apartment. DK01D Linnane/Siminson"
FC20000659,2020-01-28 08:43:00,TABER ST,BOSTON,2119,Stopped,Reasonable Suspicion ," Homeless, Body Worn Camera",,Female,Black,Not of Hispanic Origin,45.0,Medium,,1,"About 8:43 a.m. on Tuesday, 01/28/2020, Officers Romano, Layden, and Mullane initiated a subject stop of Ms. XXXat XXXTaber Street. Officers while on patrol, observed Ms. XXXsitting between two vehicles on the sidewalk appearing to be trying to conceal her presence from view. Officers approached Ms. XXXto further investigate at which time she observed the officers and quickly stood up and attempted to walk away. Officers observed her to be concealing unknown items within her hands and asked her to place the items down which was discovered to be a ""pusher"" which is a commonly used item to prepare crack for use. A subsequent search of Ms. XXXrevealed two glass pipes. No contraband was found at this time she was released."
FC20000690,2020-01-29 21:56:00,BLUE HILL AVE,ROXBURY,2119,Stopped,Encounter," Body Worn Camera, Drugs",,Male,Black,Unknown,27.0,Medium,Light,1,"T/S FOR VALS (TINT) OF BLUE 2004 HONDA ACCORD (MA REG. XXXIN FRONT OF 93 BLUE HILL AVE. OPERATOR: XXX (PRIOR F/A; TRAFFICKING CL B; DISTRIBUTION CL A CHARGES) OFFICERS OBSERVED P/B CONTAINING WHITE POWDERY SUBSTANCE IN PLAIN VIEW IN REAR POCKET OF PASSENGER SEAT. OPERATOR REMOVED AND FRISKED. VEHICLE SEARCHED CONFIRMING PRESENCE OF WHITE POWDERY SUBSTANCE. XXXSUMMONSED TO ROX DISTRICT COURT FOR POSSESSION CLASS B. WARNING ISSUED FOR TINTS, FIO'D AND RELEASED. B104F (CUBARNEY / S. MURPHY)"
FC20000709,2020-01-30 00:00:00,,BOSTON,2108,Stopped,Probable Cause," Warrant Arrest, Body Worn Camera",,Male,Black,,29.0,Thin,Light,1,Officers have been tasked with monitoring the area of Tremont/Winter street due to several complaints from the residents for drug distribution in the downtown crossing neighborhood. While on a fixed post the officers observed XXX walking on Tremont St towards Temple Pl. The officers were aware XXXhad 5 active warrants and stopped him. XXXusually associates with members of BBMG and distribute in the area of Tremont and Winter. Officers placed XXXunder arrest.
FC20000744,2020-02-01 02:04:00,COLUMBIA RD,DORCHESTER,2125,Stopped,Reasonable Suspicion ," Drugs, Body Worn Camera",Passenger Car/ Automobile,Male,White,Hispanic Origin,35.0,Medium,,1,"Officers conducted a traffic top of MA Reg XXX in the area of 466 Columbia Road for speeding. The operator, XXX, provided Officers with a Dominican identification. Officers observed numerous air fresheners and a red solo cup of alcohol in the center console. Officers frisked Mr. XXX who had a large amount of US Currency in his left jeans pocket. Frisk of the vehicle revealed 1 Xanax pill in the center console. Mr. XXX stated he didn't have a prescription for Xanax. XXX has prior Distribution of Class A charges"
FC20000793,2020-02-03 00:20:00,SHAWMUT AVE,BOSTON,2118,Stopped,Probable Cause," Homeless, Body Worn Camera, Drugs",,Male,White,Not of Hispanic Origin,43.0,Medium,,1,Radio call for A/B at Shawmut Ave & W Newton. Officers stoppedXXXXX/XX/XXXXXXX is currently homeless and has several open cases out of Boston and Cambridge. XXX was in possession of a blue waist pack with about $1200 cash in various denominations. Officers located a p/b of tan powder substance in XXX's sock during booking search. XXX stated to Officers that he goes by the alias XXXwhen he's referred to during his drug transactions around the Mass/Cass area. FIO for intel. D101A (Doolan/Monahan)
FC20000794,2020-02-04 02:11:00,,BOSTON,2134,Stopped,Encounter," Bicycle, Body Worn Camera",,Male,White,Hispanic Origin,36.0,Medium,Light,1,"About 0211 AM while on a CD1XXXin the GAP Officer O'Brien in the KT56A observed a Hispanic male matching a prior description of a BE/IP that occurred at XXXWadsworth St (Ref# I202009314) Officer spoke to XXX who was on a green colored bicycle XXXstated he was visiting a female at the nearby Farrington Inn. Through past interactions the Officer knows XXXto carry hypodermic needles and as such the Officer conducted a pat frisk during which time he discovered several needles and a silver iPad which belonged to XXXA CJIS inquiry was negative for warrants, XXXhas a lengthy BOP including severa possession/distribution of Class A and B as well as a firearm charge. FIO'd and released."
FC20000813,2020-02-04 20:14:00,AMORY ST,ROXBURY,2119,Stopped,Reasonable Suspicion ,,,Female,White,Not of Hispanic Origin,26.0,Thin,,0,"About 2009 hours on Tuesday, 2/4/2020, Officer Lynch received a radio call to investigate persons at XXXAmory St. On arrival Officer Lynch spoke with the caller, XXX who stated that his cell phone was stolen a few months ago by a woman who signed into room 201. Officer Lynch went up to the room and spoke with XXX (listed above) who stated she doesn't know anything about a missing phone. Ms. XXXwas clearly under the influence of drugs and there was drug paraphernalia all over the apartment. Officer Lynch searched for the report for the missing phone but could only find report #192100693 which states that Mr. XXXblames a contractor for stealing $1400. There was no mention of a stolen cell phone. Its possible Mr. XXXhas issues with his memory."
FC20000907,2020-02-08 08:29:00,ALBANY ST,BOSTON,2118,Stopped,Probable Cause, Homeless,,Male,White,Not of Hispanic Origin,58.0,Thin,,0,"Officers observed the suspect XXX across from XXXAlbany St on the public sidewalk, openly shooting up heroin from a hypodermic needle. This is a high traffic area with people and children coming and leaving the hospital for various services. Officers approached XXXwhich he apologized and stated he had a problem, the immediate area around him was littered with needles and drug paraphernalia. XXXwas checked for wants/warrants met with negative results. XXXwas released from state prison 7 months ago after doing a 8 year bid for armed robbery. XXXwas instructed to pick up his needles and leave the area, which he complied."
FC20000917,2020-02-08 17:55:00,,BOSTON,2115,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,23.0,,,1,"TS of MA Reg: XXXfor VALS at Commonwealth Ave & Hereford St. Prior to making contact, a CJIS inquiry of MA Reg: XXXrevealed the owner, XXX (DOB: XX/XX/XXXXhas several open cases for firearm violations. MV also has over 28 recent inquiries. Officers made contact with the operator, who was in fact XXXWhile speaking with XXXofficers observed several finished marijuana blunts in the ash tray, material for rolling marijuana, and a few nuggets of what appeared to be Marijuana on the dashboard. An exit order was given. A frisk of XXXwas negative for weapons, but was positive for 2 additional small bags of marijuana to which XXXstated was for personal use and he did not use today. A frisk of the MV was negative for weapons and additional contraband other then the marijuana that was observed on the dashboard. XXXwas issued Mass Uniform Citation issued XXXWarning) XXXwas released forthwith. D101F (Herbert/Melay)"
FC20000954,2020-02-10 11:04:00,W FOURTH ST,SOUTH BOSTON,2127,Stopped,Probable Cause," Homeless, Body Worn Camera",,Male,White,Not of Hispanic Origin,62.0,,,1,"About 11:04 am on 2/10/2020 Officer Shoemaker and Officer Steele responded to a radio call for a person ""shooting up"" drugs behind XXXWest 4th Street in South Boston. Upon arrival the Officers stopped the suspect, XXXin the rear of the building with open containers of alcohol and no other weapons, drugs or paraphernalia. XXXstated he was just sitting next to the dumpster to drink his beers. A query through CJIS revealed no wants or warrants for XXXand he was advised not to trespass on private property or drink alcohol outside in view of the public. XXXwas FIO'd and released without incident before the Officers cleared the scene."
FC20000971,2020-02-10 16:55:00,TREMONT ST,BOSTON,2116,Stopped,Probable Cause, Drugs,,Female,White,Not of Hispanic Origin,51.0,,,1,2/10/20 4:55 PM A1 DU Drug invest. Officers stopped XXX after observing her engage in a drug transaction with a b/h male later identified as XXX Officers recovered 5 p/b's of heroin from XXX XXXsummonsed for Poss A. XXXsubsequently arrested for Dist A.
FC20001004,2020-02-11 18:45:00,,BOSTON,2124,Stopped,Probable Cause,,,Female,White,,40.0,,,0,Officers spoke with XXX who was outside the citizens bank ATM and had been on the small stairwell where people congregate and drink and do drugs. Officers advised XXXto not stay inside that particular area. Fio HK01F Moccia/J.Caulfield
FC20001027,2020-02-12 01:17:00,MASSACHUSETTS AVE,DORCHESTER,2125,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Van,Male,Black,Not of Hispanic Origin,20.0,,,0,"About 1:15 AM, MA Reg XXXstopped for VALS. The operator,XXX was extremely uncooperative and confrontational with officers. XXXwas issued a citation for VALS and open container of marijuana in the car. XXXhas an assault to kill on his BOP. Hull/ O'Leary F102A"
FC20001095,2020-02-13 02:15:00,CHAUNCY ST,BOSTON,2111,Stopped,Probable Cause," Body Worn Camera, Drugs",,Male,Black,,50.0,Heavy,Medium Brown,1,"Officers observed XXX trespassing within the doorway of XXXChauncy St. As Officers approached he was observed dropping multiple plastic baggies. Two of the baggies were tied in small knots in the corner area, this is common in drug packaging for crack cocaine. Officers informed XXXof his trespass and asked about the baggies. XXXeventually stated that he was high and had already smoked all of his crack. Officers searched his person and discovered a prescription bottle of Gabapentin with a torn label. XXXinformed Officers that he got the bottle off the street for cheap and can sell each pill for $15.00. Officers arrested XXXfor Trespassing and Poss. w/i Distribute Class E."
FC20001073,2020-02-13 09:00:00,DUDLEY ST,ROXBURY,2119,Stopped,Reasonable Suspicion ,,,Male,Black,Not of Hispanic Origin,35.0,Unknown,,0,"Officers were informed about a silver sedan that parks in the parking lot of XXXDudley St and is believed to be selling drugs. Officers observed a silver Ford Fusion, MASS REG XXXOperated by XXXr. Officers approached XXXwho stated that he is only in the lot due to being a ""Gypsy Cab"". BK01D (Soto/Alexandre)"
FC20001078,2020-02-13 15:30:00,MAPLE ST,ROXBURY,2121,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),Male,White,Hispanic Origin,24.0,,,1,"Officers stopped MASS REG XXXOperating motor vehicle was XXX XXXwas found to be in possession of a large amount of money, digital scale, plastic baggies and marijuana. BK01D"
FC20001093,2020-02-14 01:30:00,BUTLER SQUARE,BOSTON,2109,Stopped,Probable Cause,,,Male,Black,Not of Hispanic Origin,32.0,Medium,Medium Brown,0,"While on patrol in the State St area Officers observed XXX in the area of Butler Square standing behind a dumpster. Officers know XXXthrough multiple interactions usually stemming from drug incidents. The area of Butler Square on the overnight shift has routinely been used for drug activity to include usage and distribution. Officers cordially spoke to XXXwho stated he was just walking around due to ""no ones around Chinatown"". XXXwas informed that this area is a ""No Trespassing"" area and he departed. Officers ran XXXfor warrants via CJIS/WMS to no avail."
FC20001135,2020-02-15 21:00:00,BOYLSTON ST,BOSTON,2116,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,Thin,,1,"T-Stop for VALs in the area of 122 Boylston St. The operator was identified as XXX DOB: XX/XX/XXXX(Lenox St. - Prior F/A's and Drug Conviction) XXXshowed officer a small p/b of marijuana in the center console. A search of the vehicle resulted in the discovery of a large amount of plastic bags, some with green leafy residue, a scale, a second phone, a digital scale, several small amounts of cash in different locations in the vehicle, an empty $10,000 money band, and a black ski mask. Additionally three iPhone boxes containing powder. XXXstated he had purchased the iPhone boxes in the beginning of the summer with the understanding that the boxes contained phones. XXXwas issued a written warning for the excessive tint and open container and released. A693F/A694F (DiPiro/Osis), A690F (M. Walsh), AK01F (D'Addieco/McGahan)"
FC20001202,2020-02-18 11:03:00,MASSACHUSETTS AVE,BOSTON,2118,Stopped,Probable Cause," Homeless, Body Worn Camera, Drugs",,Male,White,Hispanic Origin,36.0,Medium,Medium,0,"About 11:03 am on Tuesday, February 18, 2020, Officers Pinto, Jackson and Sutherland of the Citywide Bicycle Unit stopped XXXat XXXMass Ave. As officers were on patrol in the area of Mass Ave and Albany St, Officer Jackson observed the above, XXXcrouched over with a syringe in his hand. As officers approached, he dropped the syringe and turned towards the officers. Officers observed that his right sleeve was pulled up and there was blood on his inner forearm. XXXwas also standing under a clearly visible No Loitering sign which was posted on the side of XXXMass Ave. Officer Pinto ran a CJIS query for warrants, which returned negative results. XXXwas instructed to gather his belongings and move along, which he did."
FC20001299,2020-02-21 18:11:00,HAMILTON PL,BOSTON,2108,Stopped,Encounter,,,Male,Black,,23.0,Thin,Medium,0,"Officer stopped XXX (XX/XX/XXXX and XXX (XX/XX/XXXX atXXX Hamilton Place. Suspect 1XXXhad cash in hand and was in the process of handing the cash to Suspect 2XXXe when he observed officer.XXXthen mumbled a statement toXXXe and kept his cash.XXX has a lengthy criminal history including Distribution Class D, Assault to Murder as well as various other drug and violent offenses. Both suspect's were warned about the trespassing signs and released. -A437F Burke"
FC20001331,2020-02-22 18:29:00,,BOSTON,2118,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,Male,Black,Unknown,52.0,,,0,"Traffic stop for vals at Tremont St and W Concord St on MAXXX a 2008 Acura TL. Operator identified as XXX XX/XX/XXXX). XXX stated the car belongs to his friend ""XXX and then stated that it actually belongs to his friend ""XXX."" Vehicle registered to XXX XXX(XX/XX/XXXX) who has a cancelled Massachusetts License but an active MA LTC out of Bellingham, MA. XXX is currently on probation until 2021 for drug related offenses. XXX has several open cases out of Suffolk Superior for employment fraud. D411F (Doolan)"
FC20001324,2020-02-22 19:30:00,ROSSETER ST,BOSTON,2121,Stopped,Encounter, Gang,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,Medium,,0,"Approximately 1930 hours on Saturday, February XXXXXX, XXX0XXX0 Officers Rodrigues and Eunis in the VK07 unit, conducted a traffic stop of MA reg.XXX (red XXX018 Nissan Altima) in the area of XXX Rosseter Street Dorchester MA. for VAL's(Speeding and tinted window). Officers approached the vehicle and had to make countless requests for the operator later identified as XXX DOB XX/XX/XXXXXXX Active Crownpath associate to roll down his windows as it was excessively tinted. Once Officers were able to gain visual of the operator and the interior of the vehicle, Officer's observed an open bottle of Corona beer and a rolled marijuana cigarette. Officers issued MA uniform citation to Mr. XXX for open container, excessive tint and speeding. BWC activated during stop."
FC20001335,2020-02-23 00:30:00,ESSEX ST,BOSTON,2111,Stopped,Probable Cause,,,Male,Black,Hispanic Origin,50.0,Medium,,1,Officers observed a male trespassing within the rear exit of the XXX Washington St garage. This area is off limits and is routinely used on the overnight shift for drug distribution and drug usage. As Officers drove by they observed a male within the garage with his back to Officers with something up to his mouth. Officers stopped the male identified as XXX who stated he was just smoking a cigarette. XXX continously put his left hand in his right jacket pocket and refused to remove it on order. Officers conducted a pat frisk to no avail. Officers ran XXX for warrants to no avail.
FC20001347,2020-02-23 16:40:00,MARYKNOLL TER,MATTAPAN,2126,Stopped,Probable Cause, Body Worn Camera,,Male,Black,Not of Hispanic Origin,23.0,Medium,,1,"On Sunday 2/23/20 Officers responded to XXX Maryknoll Terrace for a report of a suspicious male dressed in all black who had entered the residents fenced yard and sitting in the backyard smoking. Upon arrival Officers made contact with XXX (XXX) (Active Johnston Rd), sitting in the fenced backyard of XXX Maryknoll Terr. XXX stated that he had gotten into an argument with his cousin over missing marijuana and had left the vehicle they were in on River St. before going into the backyard to get away from his cousin. Officer spoke with the residents of XXX Maryknoll Terrace who stated they did not know XXX and that he did not have permission to be on the property.XXX is currently on Probation and a GPS monitor stemming from an Armed Robbery and Home Invasion in 201XXX. XXX was pat frisked with negative results, FIOed, and released."
FC20001368,2020-02-24 10:20:00,ALBANY ST,BOSTON,2118,Stopped,Probable Cause, Drugs,,Male,White,,51.0,Medium,Light,0,Officers observed XXX standing in front of 780 Albany holding a plastic bag with a group huddled around him. Officers observed XXX to reach into his jacket and take out the plastic bag. Officers spoke with XXX who stated that all he had on him was weed for personal use. Officers observed a green leafy matter inside plastic bags within XXX's fanny pack inside his jacket. CJIS check revealed no warrants. XXX FIO'd and released.
