fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,sex,race,ethnicity,age,build,skin_tone,was_frisked,narrative
FC20000148,2020-01-07 22:22:00,,BOSTON,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,Medium,,1,Officers stopped (MA Reg. XXX) a light Brown 2019 Ford Fusion with heavy tint on all windows at Columbia Rd. and Supple Rd. The vehicle was registered to EAN (Enterprise Rentals). The operator was XXX XXX(Active: Crown Path) has prior F/A charges out of Dorchester District Court.
FC20000149,2020-01-07 23:05:00,STOUGHTON ST,DORCHESTER,2125,Stopped,Probable Cause,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,26.0,Thin,,1,T/S for Vals (Revoked Insurance) outside of the Dublin House. XXX was seated in the driver seat without an active license.XXX was advised to not drive the vehicle and leave it parked. Verbal warning issued.
FC20000163,2020-01-08 20:00:00,SEAVER ST,ROXBURY,2121,Stopped,Encounter, Body Worn Camera,Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,37.0,,,1,"TS FOR VALS (MERGE WITHOUT SIGNALING) OF 2019 CADILLAC SUV (MARYLAND REG. XXX). OPERATOR: XXX(DOB: XX/XX/XXXX ACTIVE CASTLEGATE; PRIOR F/A) XXX DID NOT POSSESS VALID DRIVERS LICENSE AND EXHIBITED NERVOUS BEHAVIOR. XXX WAS REMOVED AND FRISKED, VEHICLE FRISKED TO NO AVAIL. XXX STATED THAT HE HAD JUST BEEN RELEASED AFTER SERVING 4-5 YEARS ON VARIOUS F/A AND DRUG CHARGES. OFFICERS ADVISED XXX TO HAVE HIS GIRLFRIEND RETRIEVE THE RENTAL AND TO FIX HIS LICENSE. VERBAL WARNING, FIO'D AND RELEASED. B104F (HEGERICH/MURPHY)"
FC20000189,2020-01-09 18:34:00,,DORCHESTER,2124,Stopped,Reasonable Suspicion ," Gang, Body Worn Camera",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,26.0,Medium,,1,"Stopped Ma Reg XXX for Val's (High Beams) at Claybourne/Tonowanda. Prior CJIS hit showed owner did not possess valid license. When operator observed officers at intersection, he quickly stopped the vehicle and exited. Op identified as owner of m/v XXX (XX/XX/XXXX, Active Crown Path). XXX and the vehicle was frisked to no avail. He was then FIO'd and released. VK06 Kennedy/Muhammad/Layden"
FC20000195,2020-01-09 21:00:00,,BOSTON,2118,Stopped,Intel,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,36.0,,,0,"t-stop for vals ch90-7 operator of the vehicle XXX DOB XX/XX/XXXX rear light out. vehicle has multiple recent cjis inquiries, operator was issued a citation TXXX. fio'd and released. DK01F medrano / kearney"
FC20000199,2020-01-10 00:20:00,,BOSTON,2119,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,Male,White,Hispanic Origin,30.0,Thin,,0,"Officers observed MA XXX idling at the bus stop at Mass/Albany. CJIS query returned a cancelled MA license to XXX (XX/XX/XXXX). Officers conducted the stop and approached the vehicle, operator identified as XXX who was delivering for GrubHub and stated he lives back and forth between Boston and Arizona. Produced an active Arizona drivers license. A III query returned XXX has no criminal history since 2011 but numerous traffic violations. XXX was given a verbal warning for VALs. D101A (Doolan/Monahan)"
FC20000208,2020-01-10 00:20:00,MASSACHUSETTS AVE,BOSTON,2118,Stopped,Probable Cause,,Passenger Car/ Automobile,Male,Black,Unknown,30.0,,,1,Officers assisted MSP on a traffic stop of MA Reg XXX. Owner/operatoXXX was observed reaching under his seat and the passenger area prior to coming to a complete stop. Mr. XXX (Listed as Active Greenwood) removed and frisked to no avail. Mr. XXX has extensive BOP to include multiple armed robbery and kidnapping
FC20000267,2020-01-11 00:00:00,MASSACHUSETTS AVE,DORCHESTER,2125,Stopped,Reasonable Suspicion ," Body Worn Camera, Drugs",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,22.0,Unknown,,1,"About 1:40 AM on 01/11/20, officers observed XXX operating a blue Nissan MA reg XXX on Mass Ave towards Columbia Road. MV was stopped for excessive tints. MV is registered as a rental and Mr.XXX stated he put the tint on his windows himself. As officers approached there was a distinct smell of marijuana. In plain view was a scale, multiple small plastic bags and the driver stated he had marijuana in his possession. Vehicle was searched and yielded a personal amount of marijuana. Mr.XXX stated he had the bags and scale because his dealer did not carry bags or a scale on his person. When asked why, Mr.XXX stated his dealer did not want to get charged with distribution or trafficking so he asked his ""clients"" to bring them. XXX has a FA charge on his BOP. Hull/ O'Leary F201A"
FC20000265,2020-01-11 01:08:00,MASSACHUSETTS AVE,DORCHESTER,2125,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,39.0,Medium,,0,About 1:08 AM on 01/11/2020 XXX stopped for tints in a white Lincoln MA regXXX Tints were at 4%. XXX is an active Greenwood member with FA charges on his BOP. XXX was given a written warning. F201A Hull/ O'Leary
FC20000255,2020-01-11 02:45:00,MASSACHUSETTS AVE,DORCHESTER,2125,Stopped,Probable Cause," Drugs, Body Worn Camera",Passenger Car/ Automobile,Male,Black,,23.0,Thin,Light Brown,1,"StoppedXXX at the intersection of Mass Ave and Columbia Road for negligent operation. Operating Honda CRV MA reg XXX. XXX was arrested and charged with negligent operation, possession with intent to distribute class B and intent to distribute class D. F201A Hull/ O'Leary"
FC20000256,2020-01-11 13:20:00,CLARKSON ST,DORCHESTER,2125,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,31.0,Medium,,1,"H435D performed a traffic stop in front of 42 Clarkson Street, Dorchester of MA Reg. XXX operated by XXX (XX/XX/XXXX) for failure to stop at a stop sign (MGL c89 s.9). ON 01/10/20 at about 11:00 PM there was a BOLO of this vehicle and operator out of District E-18 for a road rage incident that XXX allegedly flashed a firearm. The Channel 4 Dispatcher (E-5, E-13, E-18) stated that the operator lives at XXX Barry Street, Dot. The H435D was working on 01/10/20 and remembered the BOLO, therefore frisked XXX's person and the vehicle with negative results. H435D / HOSEA"
FC20000302,2020-01-11 18:06:00,,BOSTON,2115,Stopped,Intel,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,28.0,Thin,,1,"Officers responded to a person with a gun call at about 6:06 PM on Saturday January 11, 2019. Officers were informed by dispatch that the suspect vehicle was a silver Chevrolet Camaro New Hamshire Reg (XXX Driving up Massachusetts Ave in the Direction of Newbury Street. The D103F conducted a traffic stop of the vehicle at the corner of Massachusetts Ave and Boylston Street. The driver later identified as XXX complied with all the officers commands. No Gun was located and the caller refused to speak with the officers. Officers verified that XXX possessed both a Valid Drivers License and vehicle registration. XXX was then released."
FC20000281,2020-01-12 01:39:00,HARVARD AVE,BRIGHTON,2134,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,Male,White,Hispanic Origin,29.0,Medium,,0,"Traffic stop of MA REG XXX for operating with no front headlights at XXX Harvard ave. Operator was XXX, who stated he was delivering food in the areaXXXa has an open firearm and home invasion case out of West Roxbury DC as well as 18 other adult BOP items. It should be noted that XXX was lasted stopped on 01/02/20 by Officers in B2 (FIOE# FXXX). Verbal warning issued. Antonelli/Westcott"
FC20000288,2020-01-12 03:30:00,MASSACHUSETTS AVE,BOSTON,2125,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Female,Black,Hispanic Origin,22.0,,,0,"TS of MA RegXXX. Vehicle had 73 inquiries, some bearing the remarks ""BOLO Wilmington/ Stealing mail. Operator was XXX. Officers FIOed and released. Hull/O'Leary"
FC20000293,2020-01-12 10:00:00,,BOSTON,2120,Stopped,Probable Cause,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,Medium,,0,Officer stopped (MA Reg. XXX Black 2007 Toyota Camry with excessive tint at Hillside and Calumet St. Operator was identified as XXX(Active St. Joseph's) with an open assault to murder case out of Middlesex County. XXX stated he is currently on a tracking bracelet. The registered owner XXX- Active St. Joseph's) who was not in the vehicle will be cited for 90-9D. XXX was FIO'd and released. M. O'Loughlin
FC20000315,2020-01-12 19:33:00,COLUMBIA RD,BOSTON,2121,Stopped,Encounter," Gun, Body Worn Camera",Passenger Car/ Automobile,Male,Black,,35.0,Stocky,Dark Brown,1,"About 7:33 pm, on Sunday, 01/12/20, Officers stopped MA Reg XXX for vals in front of 199 Columbia Rd. Operating the motor vehicle was XXX (DOB XX/XX/XXXX) XXX informed Officers that he did not have a license and that he had a warrant. While speaking to XXX Officers observed a magazine of a firearm sticking out of the rear pocket of the front passenger seat. XXX was exited from the motor vehicle and subsequently placed under arrest. It should be noted that the vehicle belonged to his girlfriendXXXXX/XX/XXXX) CK01F Monzon/Lewis"
FC20000369,2020-01-14 14:18:00,SPRING ST,WEST ROXBURY,2132,Stopped,Encounter,,Other Vehicle,Male,White,Not of Hispanic Origin,53.0,Average,,0,"WHILE PERFORMING A PAID DETAIL AT 12 SPRING ST IN WEST ROXBURY FOR RJV ON 1-14-2020 A POSTAL VEHICLE PARKED ON THE SIDEWALK PARTIALLY BLOCK THE FREE FLOW OF TRAFFIC. OFFICER FLAVEN APPROACHED THE POSTAL DRIVER AND ASKED HIM TO PLEASE MOVE. THE DRIVER WHO WAS EVENTUALLY IDENTIFIED AS XXX, D.O.B: XX/XX/XXXX BECAME VERBALLY ASSAULTIVE AND CONTINUED TO SWEAR AT OFFICER FLAVEN. XXX WHO IS AN EMPLOYEE OF RJV WITNESSED THE EVENT. THE SUSPECT CONTINUED TO YELL PROFANITIES AT OFFICER FLAVEN AT WHICH TIME OFFICE FLAVEN ISSUED HIM A CITATION FOR BLOCKING TRAFFIC. A UNIT WAS REQUESTED TO ASSIST AND THE E437D RESPONDED. XXX WHO IS XXX SUPERVISOR DID RESPOND TO THE SCENE AND SPOKE WITH OFFICER FLAVEN. XXX ADVISED TO WRITE A COMPLAINT TO MANAGER XXX ATXXX CENTRE ST ABOUT XXX UNPROFESSIONALISM AND VULGARISM."
FC20000376,2020-01-15 02:02:00,,BOSTON,2124,Stopped,Probable Cause,,Passenger Car/ Automobile,Male,Black,,24.0,Thin,Medium Brown,1,"OFFICERS STOPPED MA REG XXX (2019 DODGE CHARGER, RENTAL, BLACK) FOR SPEEDING AT THE INTERSECTION OF BLUE HILL AV AND WESTVIEW ST, IN DORCHESTER. THE VEHICLE WAS BEING OPERATED BY XXX (XX/XX/XXXX XXX RIVER ST, PRIOR F/A, HEATH ST ASST), WHO ALSO HAD AN EXPIRED LICENSE. OFFICERS INFORMED HIM OF HIS LICENSE STATUS AND ALLOWED THE RENTER, MSXXX (XX/XX/XXXX) COME TO THE LOCATION OF THE TRAFFIC STOP AND TAKE CUSTODY OF THE VEHICLE. MR. XXX WAS TOLD TO GET HIS LICENSE RENEWED AND WAS RELEASED, FIO AND WRITTEN WARNING COMPLETED."
FC20000390,2020-01-15 18:15:00,SIGOURNEY ST,JAMAICA PLAIN,2130,Stopped,Reasonable Suspicion ," Warrant Arrest, Body Worn Camera",Passenger Car/ Automobile,Male,Black,,19.0,Thin,Dark,1,Traffic stop performed on MA XXX for VAl's. Owner/operator (XXX H-block associate) arrested for outstanding straight warrant related to firearm charges.
FC20000428,2020-01-16 19:00:00,,BOSTON,2121,Stopped,Intel,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,41.0,,,1,"On 1/16/2020 Det. Belgrave and DeLeon assigned to District B-2 Detectives Unit,Investigative operation on the said vehicle. The said vehicle left Coleus Pk. Det. Belgrave requested for a marked unit to conduct a motor vehicle stop to conduct an FIO to identify the operator of the said vehicle. The suspect vehicle was stopped on Columbia Rd and Seaver St. XXX was identified as the operator and placed in custody for operating a motor vehicle with a suspended driver's license."
FC20000425,2020-01-17 00:30:00,,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,Medium,,0,"About 12:30AM on Friday, January 17, 2020, Officers conducted a TStop for VALS (Speeding) on a 2015 Infiniti Q50S, black in color, bearing MA-Reg. XXX, near the intersection of Harvard Street and Lorne Street, Dorchester. The operator and sole occupant of the vehicle was XXXDOB: XX/XX/XXXXXXX had multiple prior firearm related entries on his BOP including an open case out of Suffolk Superior Court from April of 2018. XXX was issued a written warning for the VALS and was FIO'ed and released."
FC20000423,2020-01-17 02:30:00,NORWELL ST,BOSTON,2124,Stopped,Reasonable Suspicion , Gang,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,21.0,Thin,Light Brown,0,"Officers conducted a T-stop for VALs of MA registration XXX outside XXX Norwell St after observing the vehicle traveling with no lights on. The operator, XXX had been previously cited for defective lights. The front passenger seat, XXX XXX (DOB XX/XX/XXXX Active Creston St), has prior firearm, ABPO, and B&E charges. The rear left passenger was XXX (DOBXXX has no criminal history. XXX stated she was dropping XXX and XXX off and headed home. CT55A (J. O'Brien)"
FC20000431,2020-01-17 13:35:00,PARKER ST,JAMAICA PLAIN,2130,Stopped,Reasonable Suspicion , Gang,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,24.0,,,0,"While on a fixed patrol at the Mildred C. Hailey Apartments near XXX Horan Way in Jamaica Plain, Officer Peters (J411D) saw a reddish-colored Honda Civic (MAXXX) with what appeared to be excessive tint drive by his location. A CJIS query showed that the car was registered to a known Heath Street member, XXX (DOBXX/XX/XXXX). Several minutes later, Officer Peters saw the same car driving away from a parking spot at XXX Heath Street. Officer Peters stopped the car for the tinted windows and found that XXX was the driver and only occupant of the car. A pat frisk was not conducted. The windows were measured at 5%, with 35% or higher being legal. XXX was cited (90/9D) for the windows."
FC20000432,2020-01-17 15:57:00,DORCHESTER AVE,DORCHESTER,2122,Stopped,Probable Cause,,Passenger Car/ Automobile,Male,Black,,24.0,Thin,Medium Brown,1,"YVSF Intel - VK23 Officers viewed a BRIC bulletin from 01/15 regarding a person shot on Kittredge Street on E5. The bulletin depicted an older model silver Buick Enclave. Officers were aware that a witness on scene reported a possible partial plate of XXX Officers conducted a partial registration search and found that the only gray Buick Enclave in Boston containing XXXwas MA reg:XXX, registered out of Johnston Road. The year of this vehicle, 2010, appeared to be consistent with the BRIC bulletin. At approximately 3 PM on 01/17, Officers observed MA reg:XXX traveling inbound on Dorchester Avenue in the area of Fields Corner, and conducted a traffic stop at 1500 Dorchester Avenue for its rejected inspection sticker. The operator was found to beXXX. XXX did not have a driver's license and was arrested. At the booking desk he refused to say who he got the car from, how long he'd had the car, and if he'd driven it before. The vehicle was frisked and swept by the TE505, and though the K9 showed interest in the trunk area, no firearm was located. The vehicle was inventoried and towed, and E5 detectives were notified. XXX has one previous firearm arrest (2017)."
FC20000532,2020-01-17 17:02:00,TREMONT ST,BOSTON,2111,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,22.0,Heavy,,0,OFFICERS CONDUCTED A TS FOR VALS ON XXX 2007 FORD FOCUZ SEDAN WITH DARK TINT. VEHICLE OPERATED BY XXX ACTIVE MORSE ST GANG ASSOCIATE WITH CURRENT OPEN FIREARM CHARGE AS WELL AS A PRIOR GUILTY CHARGE ON A PRIOR FIREARM. OFFICERS ISSUED CITATION FOR VALS AK01F D'ADDIECO/MCGAHAN
FC20000440,2020-01-18 02:02:00,,BOSTON,2121,Stopped,Encounter,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,31.0,Heavy,,0,OFFICERS STOPPED MAXXX AT THE INTERSECTION OF CASTLEGATE AND BHA FOR VALS. OPERATOR -XXX - ACTIVE WOOD AVE FIO COMPLETED TO ASSOCIATEXXX WITH THE VEHICLE. FIO`D AND RELEASED B105A (BENT/MCCABE)
FC20000462,2020-01-19 15:15:00,,DORCHESTER,2121,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,Male,Black,Hispanic Origin,26.0,Thin,Medium,0,"Officer observed XXX (DOB: XX/XX/XXXXfrom XXX Callender St operating a gray Honda Accord MA REG: XXX on Humboldt Ave by Waumbeck St.XXX has an open firearm case from an arrest in October 2019. TS initiated for VALS, written warning issued."
FC20000478,2020-01-19 16:37:00,,BOSTON,2121,Stopped,Reasonable Suspicion ," Drugs, Body Worn Camera",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,40.0,Medium,,1,"Officers conducted a traffic stop of MA. Reg. XXX at Columbia Road and Devon Street for speeding. While at the window, Officer observed Mr. XXX place something in the center console and close it quickly. Mr.XXX was not in possession of his license and stated he finished his last delivery for Sun Pizza and had just cashed out, which was the reason for the empty food carriers in his car. Officer observed a small plastic twist in the back seat and a white pill. Mr.XXX was removed from the vehicle and during a frisk, Officers observed an unknown amount of cash in various denominations in both of Mr.XXX's pockets. Officers recovered 3 30mg Oxycodone pills in a small twisted bag inside the center console with more loose bills and observed a new needle in the glove box."
FC20000479,2020-01-20 02:00:00,TREMONT ST,BOSTON,2116,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,Male,Black,Unknown,41.0,,,0,"About 2:00am on Monday 1/20/20 Officer Entwistle conducted a Motor Vehicle Stop at 223 Tremont Street, Boston for VALS. The Operator of the rental vehicle California Reg: XXX was a XXX DOB: XX/XX/XXXX. XXX was issued a verbal warning."
FC20000484,2020-01-20 17:30:00,NEWBURY ST,BOSTON,2116,Stopped,Probable Cause,,Passenger Car/ Automobile,Male,White,,40.0,,,0,"T-Stop for Vals 89/11 (Fail to Stop for Pedestrians in Crosswalk) MA Reg:XXX. Operator- XXX (XX/XX/XXXXXXX has an open case out of Boston Federal Court for the following: Poss. of a Firearm, Poss. W/I to Distribute Class B (Ecstasy) x3, & Conspiracy to Violate Controlled Substance Act. He stated he frequents the Boston Area, in particular District 4. FIO'd & Released. D421F (Bertocchi)"
FC20000496,2020-01-21 01:47:00,,DORCHESTER,2121,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,22.0,Medium,,1,"About 1:37AM on 01/21/2020, officers assigned to the C113A (Sullivan/Jean) effected a traffic stop of Mass reg XXX (Acura TL) for no headlights displayed in the area of Morton Street and Canterbury Street. Operator identified as Cameron associate XXX XX/XX/XXXX.XXX was forthcoming in admitting that his driver's license is suspended. Officers observed a Cincinnati Reds baseball cap on the passenger seat. A CJIS query revealed thatXXX has multiple open cases, to include two counts of assault with a dangerous weapon, and previous arraignments for drug-related offenses and unarmed robbery. Officers further noted thatXXX is wearing a GPS-monitoring ankle bracelet. While performing an inventory search, Officer Sullivan located a red skull mask in the trunk. At the moment Officer Sullivan's attention focused on this item, Officer Jean noticedXXX suddenly ""freeze"" while staring at Officer Sullivan intently, in contrast to the otherwise relaxed demeanor he had displayed throughout the interaction. Officer Jean noted thatXXX visibly relaxed after Officer Sullivan completed his inventory search of the trunk. The vehicle displayed two law enforcement-related stickers (a sheriff's association decal on the windshield and ""thin blue line"" sticker on the rear bumper). When asked about these itemsXXX explained that the vehicle belonged to his aunt and that he did not know why they were displayed. A pat-frisk was completed with no weapons located. No contraband located in the vehicle. Criminal complaint filed."
FC20000534,2020-01-21 21:49:00,,DORCHESTER,2124,Stopped,Encounter,,Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,25.0,Thin,,0,Officer conducted a traffic stop of MA/XXX for VALS at above location. The m/v was being operated by XXX. XXX is known to be an active Cameron St associate. XXX stated that the M/V was a rental. A verbal warning was issued and the the operator was released.
FC20000526,2020-01-22 14:45:00,,ROXBURY,2119,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,29.0,Heavy,,0,"At 2:24 P.M. on 1/22/20 Officers Coakley/McQuaid did conduct a traffic stop for NO FRONT PLATE on MA REGXXX at George and Magazine St. XXXwas identified as ""inactive OP Member"" XXX (5/11/90) was issued citation."
